;host_is_superhost;host_listings_count;latitude;longitude;accommodates;bathrooms;bedrooms;beds;price;security_deposit;cleaning_fee;extra_people;minimum_nights;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;ano;mes;n_amenities;property_type_Apartment;property_type_Condominium;property_type_House;property_type_Loft;property_type_Outros;property_type_Serviced apartment;room_type_Entire home/apt;room_type_Hotel room;room_type_Private room;room_type_Shared room;bed_type_Outros;bed_type_Real Bed;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict;cancellation_policy_strict_14_with_grace_period
1960;0;2.0;-22.98269;-43.1974;1;1.0;2.0;1.0;95.0;1000.0;300.0;0.0;3;90.0;9.0;9.0;10.0;9.0;10.0;9.0;0;0;2020;4;10;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
1973;1;8.0;-22.94641;-43.16111;3;0.5;1.0;1.0;399.0;1063.0;160.0;106.0;3;90.0;9.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;30;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
1974;1;7.0;-22.97782;-43.18907;4;1.0;0.0;3.0;116.0;0.0;97.0;21.0;2;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
1976;0;0.0;-22.92033;-43.17887;3;1.0;1.0;2.0;105.0;0.0;0.0;50.0;2;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;32;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
1979;0;2.0;-22.91272;-43.18714;2;1.0;1.0;1.0;248.0;600.0;100.0;0.0;3;80.0;8.0;10.0;8.0;10.0;10.0;8.0;0;0;2020;4;10;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
1989;0;1.0;-22.96817;-43.1846;6;2.0;3.0;5.0;469.0;1145.0;229.0;0.0;3;93.0;10.0;10.0;9.0;9.0;9.0;9.0;1;0;2020;4;6;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
1996;0;1.0;-22.9824;-43.21194;2;1.0;1.0;1.0;179.0;360.0;0.0;100.0;2;93.0;9.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;14;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
1997;0;0.0;-22.96611;-43.19208;4;2.0;2.0;3.0;200.0;2048.0;300.0;0.0;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2000;0;6.0;-22.96706;-43.19181;2;1.0;1.0;3.0;149.0;500.0;200.0;200.0;4;93.0;9.0;10.0;10.0;10.0;9.0;9.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2003;0;0.0;-22.96032;-43.21854;4;2.0;2.0;2.0;287.0;500.0;300.0;0.0;3;93.0;9.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
2015;0;2.0;-22.98277;-43.19993;3;1.0;1.0;3.0;298.0;2000.0;200.0;200.0;2;98.0;10.0;10.0;10.0;9.0;9.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2018;0;2.0;-22.97496;-43.19797;2;1.0;1.0;1.0;79.0;0.0;50.0;0.0;1;97.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;2020;4;24;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
2023;0;1.0;-22.965;-43.18007;1;1.0;1.0;1.0;186.0;0.0;130.0;0.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;14;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2025;0;6.0;-22.985;-43.2281;3;1.0;0.0;1.0;179.0;2000.0;150.0;75.0;3;100.0;10.0;10.0;10.0;10.0;9.0;9.0;0;0;2020;4;15;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2027;0;2.0;-22.96675;-43.18376;2;1.0;1.0;1.0;132.0;0.0;158.0;0.0;4;96.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2031;1;2.0;-22.9424;-43.19139;2;1.0;1.0;1.0;138.0;0.0;60.0;60.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;32;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2032;0;3.0;-22.97359;-43.19099;7;1.5;3.0;5.0;395.0;1054.0;263.0;26.0;2;85.0;9.0;8.0;10.0;10.0;10.0;9.0;0;0;2020;4;33;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2038;0;1.0;-22.97485;-43.18975;4;1.0;2.0;2.0;379.0;1000.0;200.0;100.0;2;88.0;9.0;8.0;10.0;9.0;10.0;9.0;0;0;2020;4;19;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2039;0;1.0;-22.97495;-43.18643;3;1.0;1.0;2.0;221.0;1000.0;99.0;50.0;3;94.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2048;0;4.0;-22.89779;-43.19383;6;2.0;1.0;1.0;37.0;0.0;0.0;39.0;4;90.0;8.0;8.0;8.0;10.0;8.0;9.0;0;0;2020;4;7;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0
2051;1;1.0;-22.9854;-43.23252;4;2.5;2.0;3.0;616.0;11450.0;567.0;160.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;41;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
2061;1;5.0;-22.98418;-43.19454;6;2.0;1.0;4.0;453.0;550.0;130.0;27.0;2;97.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2068;0;3.0;-22.98168;-43.19179;2;1.0;1.0;1.0;121.0;2183.0;198.0;60.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;30;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2070;0;3.0;-22.98223;-43.22158;6;2.0;3.0;5.0;601.0;800.0;180.0;0.0;4;100.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2090;0;2.0;-22.98396;-43.19653;1;1.0;1.0;1.0;47.0;0.0;0.0;45.0;3;20.0;2.0;2.0;2.0;2.0;2.0;4.0;1;0;2020;4;14;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2097;0;2.0;-22.97326;-43.40169;2;1.0;1.0;1.0;116.0;0.0;0.0;30.0;1;94.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;29;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2106;0;1.0;-22.91019;-43.18797;6;1.0;2.0;4.0;100.0;600.0;130.0;35.0;2;88.0;9.0;8.0;9.0;10.0;9.0;9.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2107;0;1.0;-22.97727;-43.19377;4;1.0;1.0;1.0;169.0;800.0;200.0;80.0;2;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;27;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1
2111;1;1.0;-22.9595;-43.20098;2;1.5;1.0;1.0;128.0;420.0;70.0;40.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;28;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
2113;1;2.0;-22.98685;-43.19591;4;2.5;2.0;2.0;574.0;5725.0;515.0;0.0;3;97.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;41;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
2115;1;2.0;-22.96306;-43.16908;2;1.0;1.0;1.0;158.0;329.0;90.0;0.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;32;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2116;0;2.0;-22.97516;-43.1984;6;2.0;2.0;3.0;321.0;400.0;140.0;50.0;3;96.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2121;1;1.0;-22.98672;-43.19143;4;1.0;1.0;3.0;190.0;0.0;130.0;25.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2128;1;1.0;-22.97044;-43.18508;2;1.0;0.0;1.0;105.0;332.0;45.0;40.0;2;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2143;0;1.0;-22.94534;-43.25464;2;1.5;1.0;1.0;106.0;500.0;80.0;80.0;2;100.0;10.0;10.0;8.0;10.0;6.0;10.0;1;0;2020;4;11;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
2151;1;2.0;-22.91219;-43.17425;2;1.5;1.0;1.0;128.0;370.0;30.0;60.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;31;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2153;0;1.0;-23.02376;-43.45375;7;2.5;2.0;5.0;351.0;1500.0;200.0;40.0;4;98.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2156;0;1.0;-22.97031;-43.18833;3;1.0;0.0;2.0;121.0;600.0;100.0;40.0;3;94.0;9.0;10.0;9.0;9.0;10.0;9.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2158;1;1.0;-22.93286;-43.18233;1;1.5;1.0;1.0;112.0;390.0;25.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;35;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
2159;0;3.0;-22.98365;-43.19022;2;1.0;0.0;1.0;184.0;500.0;120.0;0.0;4;92.0;10.0;10.0;10.0;10.0;9.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2162;0;0.0;-22.98752;-43.19127;2;1.0;1.0;1.0;218.0;0.0;133.0;0.0;2;91.0;9.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;22;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0
2163;1;1.0;-22.94805;-43.16073;2;1.0;0.0;1.0;80.0;800.0;86.0;0.0;3;95.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2168;0;1.0;-23.01245;-43.32129;4;1.0;1.0;2.0;298.0;500.0;100.0;50.0;3;80.0;8.0;7.0;9.0;9.0;9.0;8.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2177;0;1.0;-22.9692;-43.1897;3;1.0;0.0;2.0;248.0;600.0;80.0;80.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;11;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2178;0;3.0;-23.00944;-43.28819;2;1.0;1.0;1.0;399.0;500.0;50.0;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;8.0;1;0;2020;4;37;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0
2180;0;3.0;-22.96443;-43.18366;2;2.0;1.0;1.0;400.0;2000.0;300.0;100.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;18;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2187;1;4.0;-22.96952;-43.1842;6;1.0;1.0;5.0;232.0;400.0;180.0;40.0;4;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;42;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2195;0;2.0;-22.96481;-43.17443;2;1.0;0.0;1.0;400.0;300.0;90.0;0.0;4;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
2196;0;2.0;-22.9137;-43.18566;5;1.0;1.0;5.0;100.0;0.0;0.0;20.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2202;0;1.0;-23.01104;-43.36761;4;1.0;1.0;2.0;282.0;1000.0;150.0;100.0;3;97.0;10.0;9.0;10.0;10.0;9.0;10.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2206;0;4.0;-22.96736;-43.39352;2;1.0;1.0;1.0;169.0;1500.0;120.0;50.0;2;97.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;19;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2207;1;2.0;-22.92156;-43.17795;3;1.0;1.0;2.0;58.0;0.0;65.0;50.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;24;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
2218;0;5.0;-22.94746;-43.1828;5;1.0;1.0;2.0;84.0;0.0;100.0;30.0;2;47.0;5.0;5.0;7.0;6.0;8.0;7.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
2219;1;5.0;-22.97627;-43.19345;4;1.5;1.0;4.0;142.0;0.0;180.0;40.0;4;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2237;0;0.0;-22.95255;-43.19585;4;1.0;2.0;2.0;399.0;450.0;170.0;100.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2244;0;2.0;-22.98536;-43.20245;5;1.5;1.0;5.0;221.0;500.0;120.0;35.0;3;94.0;9.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2248;0;1.0;-22.97834;-43.18969;2;1.0;1.0;1.0;263.0;1581.0;263.0;79.0;2;96.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2259;0;2.0;-22.96053;-43.19012;2;1.0;0.0;1.0;121.0;500.0;100.0;50.0;2;93.0;9.0;7.0;10.0;10.0;9.0;9.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2262;1;1.0;-22.99734;-43.33709;2;1.0;1.0;1.0;85.0;0.0;65.0;80.0;1;95.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;37;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2263;0;6.0;-22.9647;-43.18295;2;1.0;1.0;2.0;221.0;0.0;0.0;80.0;2;87.0;9.0;7.0;10.0;10.0;10.0;8.0;0;0;2020;4;17;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2268;1;2.0;-22.98512;-43.21048;4;1.0;1.0;5.0;242.0;2500.0;200.0;100.0;3;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2271;0;2.0;-22.96121;-43.17067;5;1.0;1.0;4.0;95.0;0.0;49.0;65.0;1;96.0;9.0;10.0;10.0;10.0;9.0;10.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
2273;1;1.0;-22.9855;-43.19646;8;3.0;3.0;7.0;501.0;1000.0;210.0;100.0;2;99.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;38;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2285;1;6.0;-22.94893;-43.18408;7;3.0;3.0;6.0;274.0;2863.0;172.0;86.0;2;98.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;50;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2286;0;1.0;-22.98274;-43.19112;4;1.0;0.0;1.0;200.0;700.0;100.0;0.0;2;85.0;9.0;8.0;10.0;9.0;10.0;9.0;0;0;2020;4;8;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2288;1;2.0;-22.92246;-43.17342;2;1.0;0.0;1.0;100.0;1000.0;151.0;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2291;0;3.0;-22.98703;-43.19502;2;1.0;1.0;1.0;68.0;650.0;100.0;0.0;1;93.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;33;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
2298;0;2.0;-22.98437;-43.19807;1;1.0;1.0;1.0;148.0;1000.0;300.0;0.0;3;90.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;11;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
2304;0;3.0;-22.98804;-43.19403;3;1.0;1.0;3.0;298.0;600.0;100.0;0.0;1;95.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;40;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
2307;0;6.0;-22.97401;-43.18698;4;1.0;1.0;3.0;200.0;2500.0;150.0;50.0;3;100.0;10.0;10.0;10.0;10.0;10.0;8.0;0;0;2020;4;19;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1
2308;0;1.0;-22.98173;-43.19188;2;1.0;1.0;2.0;68.0;407.0;20.0;70.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;12;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2311;0;0.0;-22.96786;-43.18202;4;1.0;1.0;1.0;148.0;0.0;120.0;25.0;4;100.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;2020;4;18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2315;0;1.0;-23.01302;-43.30087;2;3.0;1.0;2.0;175.0;1500.0;100.0;0.0;2;93.0;10.0;10.0;10.0;10.0;9.0;9.0;0;0;2020;4;19;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2318;0;2.0;-22.91874;-43.19077;4;2.0;2.0;3.0;250.0;0.0;160.0;100.0;3;100.0;10.0;10.0;10.0;10.0;9.0;10.0;1;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2324;0;6.0;-22.98322;-43.19335;7;1.5;2.0;3.0;427.0;700.0;200.0;0.0;4;93.0;10.0;8.0;10.0;10.0;10.0;9.0;1;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2340;0;4.0;-22.96838;-43.18827;2;1.0;1.0;1.0;300.0;1000.0;150.0;100.0;2;90.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;22;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2343;0;1.0;-22.93857;-43.17821;2;2.0;1.0;1.0;300.0;500.0;150.0;50.0;2;80.0;9.0;10.0;9.0;10.0;10.0;8.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
2345;0;3.0;-22.89385;-43.28477;3;2.0;1.0;2.0;282.0;0.0;0.0;0.0;1;100.0;9.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;29;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2347;1;1.0;-23.01227;-43.32085;4;1.0;1.0;1.0;250.0;500.0;120.0;0.0;3;91.0;10.0;8.0;10.0;10.0;10.0;9.0;0;0;2020;4;39;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
2352;0;2.0;-22.92079;-43.17799;2;1.0;1.0;1.0;200.0;0.0;200.0;50.0;3;93.0;10.0;8.0;10.0;10.0;10.0;10.0;0;0;2020;4;21;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0
2356;0;2.0;-22.96519;-43.17727;9;2.0;2.0;9.0;342.0;210.0;200.0;0.0;1;95.0;10.0;10.0;9.0;10.0;10.0;9.0;0;0;2020;4;11;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2375;0;2.0;-23.01033;-43.3696;4;1.0;1.0;2.0;261.0;0.0;150.0;50.0;2;92.0;9.0;8.0;10.0;9.0;9.0;9.0;0;0;2020;4;33;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2394;1;1.0;-22.97425;-43.18917;3;1.0;1.0;1.0;74.0;600.0;160.0;35.0;1;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
2406;1;1.0;-22.98472;-43.21469;2;1.0;1.0;1.0;306.0;800.0;150.0;0.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
2412;0;5.0;-22.96862;-43.18644;4;2.0;1.0;3.0;195.0;0.0;70.0;80.0;1;89.0;9.0;9.0;10.0;9.0;10.0;9.0;1;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
2414;0;4.0;-22.9742;-43.1887;2;1.0;1.0;2.0;300.0;0.0;150.0;50.0;1;84.0;8.0;8.0;9.0;9.0;9.0;8.0;0;0;2020;4;11;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
2415;0;4.0;-22.91223;-43.18575;2;1.0;1.0;1.0;100.0;600.0;80.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
2418;1;1.0;-22.98553;-43.2248;6;3.0;2.0;2.0;319.0;532.0;106.0;43.0;4;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;44;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2426;1;2.0;-22.98488;-43.19169;4;2.0;1.0;2.0;250.0;1000.0;150.0;50.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;11;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2431;1;3.0;-22.98231;-43.21297;2;1.0;0.0;1.0;300.0;600.0;190.0;0.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;15;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2437;1;3.0;-22.9613;-43.16619;4;1.0;1.0;4.0;292.0;0.0;158.0;80.0;3;100.0;10.0;10.0;8.0;10.0;10.0;9.0;0;0;2020;4;14;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
2438;0;2.0;-22.96275;-43.16949;3;2.0;1.0;1.0;285.0;573.0;115.0;115.0;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;19;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
2448;1;6.0;-22.96936;-43.18487;2;1.0;1.0;1.0;229.0;0.0;200.0;0.0;3;90.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;11;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2450;1;3.0;-22.98317;-43.22441;3;1.0;1.0;1.0;295.0;500.0;110.0;40.0;2;97.0;10.0;10.0;10.0;9.0;10.0;9.0;1;0;2020;4;29;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
2454;0;8.0;-22.98393;-43.19199;5;2.0;2.0;3.0;327.0;1260.0;344.0;0.0;4;91.0;10.0;9.0;9.0;9.0;10.0;9.0;1;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0
2464;0;1.0;-22.9614;-43.17094;2;1.5;1.0;2.0;149.0;0.0;100.0;0.0;3;90.0;10.0;8.0;6.0;10.0;8.0;9.0;0;0;2020;4;24;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2473;1;2.0;-23.01473;-43.45262;5;2.0;3.0;5.0;276.0;500.0;150.0;50.0;2;98.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;30;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0
2475;0;2.0;-22.91304;-43.19096;2;2.0;2.0;1.0;133.0;798.0;266.0;106.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;30;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
2476;0;1.0;-22.98473;-43.2261;5;1.0;2.0;5.0;300.0;0.0;200.0;0.0;1;73.0;8.0;8.0;10.0;10.0;10.0;7.0;0;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
2478;1;2.0;-22.98521;-43.22982;2;1.0;2.0;3.0;484.0;1303.0;261.0;0.0;4;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
2481;0;2.0;-22.97803;-43.19239;4;1.0;1.0;2.0;601.0;0.0;300.0;40.0;3;100.0;9.0;10.0;9.0;9.0;10.0;9.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
2482;0;0.0;-22.97436;-43.22655;2;1.5;1.0;1.0;53.0;0.0;0.0;50.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;26;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
2487;0;3.0;-22.98207;-43.21519;6;2.5;2.0;2.0;248.0;1000.0;150.0;50.0;3;86.0;9.0;9.0;9.0;9.0;9.0;9.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2491;1;3.0;-22.98526;-43.22706;4;1.0;1.0;3.0;221.0;1000.0;180.0;50.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2498;1;2.0;-23.00933;-43.3292;6;3.0;2.0;3.0;221.0;600.0;165.0;250.0;2;96.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2504;0;2.0;-22.97633;-43.19159;3;1.0;1.0;2.0;190.0;600.0;50.0;50.0;2;96.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2512;1;2.0;-23.00955;-43.29777;2;1.0;1.0;1.0;149.0;0.0;89.0;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;22;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
2527;0;1.0;-22.98304;-43.19246;6;2.0;3.0;5.0;300.0;0.0;200.0;0.0;3;88.0;9.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2532;0;2.0;-22.96295;-43.17564;3;1.0;1.0;3.0;100.0;500.0;150.0;40.0;3;90.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
2543;1;2.0;-22.97079;-43.18827;3;1.0;0.0;1.0;132.0;0.0;100.0;20.0;3;95.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;40;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
