;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;price;security_deposit;cleaning_fee;extra_people;minimum_nights;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes;n_amenities
181;f;10.0;-22.96333;-43.17483;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;101.0;$0.00;$0.00;20.0;2;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;29
184;f;1.0;-22.98296;-43.21259;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;308.0;$800.00;$190.00;41.0;2;95.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;moderate;2020;4;32
189;f;4.0;-22.91495;-43.18232;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;269.0;$859.00;$115.00;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;8
191;f;3.0;-22.96959;-43.18886;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;248.0;$0.00;$0.00;100.0;3;99.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;28
192;f;2.0;-22.94289;-43.19204;Apartment;Entire home/apt;5;1.5;2.0;3.0;Real Bed;324.0;$407.00;$305.00;118.0;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;48
194;t;1.0;-22.91523;-43.18127;Outros;Entire home/apt;3;1.0;1.0;2.0;Real Bed;100.0;$500.00;$80.00;70.0;2;97.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;26
199;f;2.0;-22.93836;-43.20522;Loft;Entire home/apt;5;2.0;1.0;2.0;Real Bed;227.0;$1,317.00;$229.00;74.0;4;95.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;37
203;f;7.0;-22.9684;-43.18209;Condominium;Entire home/apt;2;1.0;1.0;2.0;Real Bed;181.0;$500.00;$80.00;50.0;3;84.0;10.0;8.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;26
204;f;10.0;-22.98377;-43.20067;Apartment;Entire home/apt;4;1.5;1.0;2.0;Real Bed;158.0;$950.00;$150.00;50.0;2;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;37
205;f;1.0;-22.88177;-43.49129;House;Private room;2;1.0;1.0;1.0;Real Bed;32.0;$480.00;$0.00;45.0;1;90.0;8.0;6.0;9.0;10.0;6.0;9.0;f;f;flexible;2020;4;14
208;f;2.0;-22.98649;-43.19793;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;148.0;$600.00;$140.00;180.0;3;92.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;21
210;f;3.0;-22.97916;-43.22686;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;218.0;$997.00;$236.00;118.0;4;82.0;9.0;8.0;9.0;8.0;9.0;8.0;f;f;strict_14_with_grace_period;2020;4;20
212;f;2.0;-22.96904;-43.18197;Apartment;Entire home/apt;6;3.0;3.0;3.0;Real Bed;580.0;$1,265.00;$448.00;0.0;3;100.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;17
215;f;3.0;-22.92464;-43.19156;Outros;Private room;2;2.0;1.0;1.0;Real Bed;425.0;$2,658.00;$106.00;0.0;2;99.0;10.0;10.0;10.0;9.0;9.0;9.0;f;f;moderate;2020;4;17
217;t;8.0;-22.98531;-43.20082;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;311.0;$0.00;$158.00;53.0;4;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;24
219;t;2.0;-22.96871;-43.18217;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;128.0;$800.00;$120.00;40.0;1;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;18
220;t;1.0;-22.96488;-43.17707;Apartment;Entire home/apt;8;2.0;2.0;5.0;Real Bed;169.0;$500.00;$180.00;20.0;4;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;33
227;f;3.0;-22.92473;-43.19144;House;Private room;2;1.5;1.0;2.0;Real Bed;372.0;$2,658.00;$106.00;53.0;2;97.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;moderate;2020;4;18
234;t;3.0;-22.97876;-43.2241;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;95.0;$0.00;$80.00;0.0;2;88.0;9.0;8.0;9.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;19
235;f;2.0;-22.94311;-43.18366;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;79.0;$0.00;$75.00;50.0;3;94.0;9.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;25
238;t;4.0;-22.92357;-43.17212;Apartment;Private room;1;2.0;1.0;3.0;Real Bed;148.0;$0.00;$0.00;70.0;2;94.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;37
240;f;2.0;-22.94491;-43.18312;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;211.0;$0.00;$150.00;90.0;4;91.0;10.0;9.0;10.0;9.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;13
243;t;6.0;-22.98101;-43.22585;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;142.0;$250.00;$170.00;25.0;4;96.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;25
245;t;2.0;-22.96484;-43.17288;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;105.0;$400.00;$161.00;21.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;30
246;f;2.0;-23.01124;-43.37254;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;292.0;$500.00;$30.00;75.0;3;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;25
248;f;7.0;-22.96653;-43.18057;Condominium;Entire home/apt;2;1.0;1.0;1.0;Real Bed;149.0;$500.00;$80.00;50.0;3;85.0;9.0;8.0;9.0;9.0;9.0;8.0;f;f;strict_14_with_grace_period;2020;4;18
250;t;2.0;-22.98194;-43.18916;Condominium;Entire home/apt;3;1.0;1.0;1.0;Real Bed;248.0;$600.00;$180.00;30.0;3;94.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;33
251;t;1.0;-22.97668;-43.19735;Condominium;Entire home/apt;4;2.5;2.0;2.0;Real Bed;485.0;$0.00;$258.00;115.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;45
252;t;2.0;-22.9694;-43.18477;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;158.0;$800.00;$120.00;40.0;2;95.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;14
255;f;4.0;-22.91002;-43.19382;Apartment;Entire home/apt;2;1.0;0.0;5.0;Real Bed;121.0;$800.00;$89.00;38.0;3;87.0;9.0;9.0;9.0;9.0;8.0;8.0;t;f;moderate;2020;4;24
257;t;7.0;-22.97369;-43.19022;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;148.0;$500.00;$120.00;30.0;3;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;26
263;f;1.0;-22.98284;-43.20763;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;574.0;$500.00;$150.00;0.0;2;89.0;9.0;9.0;10.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;31
266;t;2.0;-22.98652;-43.19532;Condominium;Entire home/apt;3;2.0;2.0;3.0;Real Bed;250.0;$2,000.00;$190.00;180.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;33
268;t;2.0;-22.98484;-43.19613;Condominium;Entire home/apt;4;2.0;2.0;2.0;Real Bed;248.0;$500.00;$180.00;180.0;3;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;32
270;f;2.0;-22.96582;-43.19118;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;190.0;$0.00;$0.00;20.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;21
272;f;1.0;-22.91339;-43.17586;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;80.0;$500.00;$0.00;30.0;3;95.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;20
275;f;1.0;-22.91688;-43.18323;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;179.0;$0.00;$120.00;75.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;14
280;f;5.0;-22.96769;-43.18397;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;148.0;$425.00;$160.00;50.0;1;86.0;8.0;8.0;9.0;9.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;21
281;t;1.0;-22.96874;-43.1861;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;100.0;$0.00;$90.00;0.0;2;92.0;9.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;22
288;f;7.0;-22.96778;-43.18204;Condominium;Entire home/apt;2;1.0;1.0;1.0;Real Bed;221.0;$400.00;$80.00;80.0;3;82.0;9.0;8.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;19
289;f;6.0;-22.98545;-43.23312;Apartment;Private room;2;1.5;1.0;0.0;Real Bed;111.0;$800.00;$50.00;50.0;2;96.0;10.0;10.0;9.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;34
295;t;1.0;-22.95733;-43.2031;Apartment;Entire home/apt;6;1.5;3.0;5.0;Real Bed;282.0;$900.00;$160.00;50.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;34
296;t;4.0;-22.98168;-43.19363;Apartment;Private room;4;1.0;1.0;1.0;Real Bed;300.0;$0.00;$100.00;60.0;1;96.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;43
300;t;1.0;-22.98228;-43.1984;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;385.0;$0.00;$150.00;100.0;3;95.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;26
301;t;1.0;-22.93845;-43.17663;Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;90.0;$500.00;$80.00;30.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;37
302;f;1.0;-22.97908;-43.19012;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;111.0;$512.00;$50.00;78.0;3;94.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;flexible;2020;4;32
303;f;1.0;-22.93359;-43.17734;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;132.0;$0.00;$0.00;0.0;4;96.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;21
304;t;3.0;-22.97789;-43.22561;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;443.0;$1,000.00;$150.00;40.0;4;95.0;9.0;9.0;10.0;10.0;8.0;9.0;f;f;strict_14_with_grace_period;2020;4;20
305;f;2.0;-22.96274;-43.17718;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;258.0;$1,581.00;$237.00;0.0;3;100.0;10.0;10.0;9.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;2020;4;32
306;f;8.0;-22.93436;-43.19292;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;58.0;$488.00;$108.00;88.0;3;89.0;9.0;9.0;10.0;9.0;9.0;9.0;f;f;moderate;2020;4;25
309;f;2.0;-22.9594;-43.20253;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;181.0;$2,000.00;$170.00;50.0;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;27
310;t;4.0;-22.92119;-43.1746;Apartment;Private room;2;2.0;1.0;4.0;Real Bed;79.0;$0.00;$0.00;40.0;2;93.0;9.0;9.0;9.0;9.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;38
314;t;4.0;-22.98168;-43.19363;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;300.0;$0.00;$120.00;100.0;1;89.0;9.0;9.0;10.0;10.0;9.0;8.0;t;f;strict_14_with_grace_period;2020;4;44
318;t;4.0;-22.98115;-43.19109;Apartment;Private room;2;0.5;1.0;1.0;Real Bed;395.0;$1,600.00;$200.00;25.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;26
319;f;6.0;-22.91586;-43.20939;Outros;Hotel room;1;3.0;1.0;1.0;Real Bed;43.0;$500.00;$0.00;45.0;1;80.0;8.0;9.0;8.0;9.0;8.0;8.0;t;f;strict_14_with_grace_period;2020;4;26
324;f;2.0;-22.93409;-43.18082;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;69.0;$0.00;$120.00;35.0;2;89.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;17
331;f;3.0;-22.98647;-43.19431;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;200.0;$500.00;$100.00;60.0;4;92.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;17
332;f;1.0;-23.00871;-43.32223;Apartment;Entire home/apt;3;2.0;2.0;2.0;Real Bed;142.0;$3,000.00;$200.00;50.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;34
334;f;1.0;-23.00463;-43.37646;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;149.0;$0.00;$135.00;0.0;2;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;16
340;t;1.0;-22.98497;-43.22551;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;369.0;$2,635.00;$263.00;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;31
347;f;2.0;-22.99887;-43.41571;Apartment;Entire home/apt;7;3.0;3.0;7.0;Real Bed;399.0;$500.00;$150.00;0.0;4;100.0;10.0;10.0;10.0;10.0;8.0;10.0;f;f;strict_14_with_grace_period;2020;4;22
351;f;5.0;-22.97403;-43.41389;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;148.0;$500.00;$150.00;60.0;1;93.0;8.0;10.0;8.0;9.0;9.0;7.0;f;f;flexible;2020;4;24
354;f;2.0;-22.91481;-43.19155;Apartment;Private room;3;2.0;3.0;2.0;Outros;160.0;$798.00;$266.00;160.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;20
360;f;2.0;-22.96315;-43.16939;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;90.0;$0.00;$120.00;100.0;1;94.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;17
362;f;5.0;-22.95578;-43.19387;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;47.0;$0.00;$150.00;35.0;4;94.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;22
364;t;1.0;-22.98673;-43.19772;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;148.0;$400.00;$70.00;60.0;2;96.0;10.0;10.0;10.0;9.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;32
370;f;2.0;-22.96539;-43.17962;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;448.0;$1,500.00;$100.00;0.0;2;100.0;10.0;8.0;10.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;26
371;f;2.0;-22.97301;-43.22606;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;128.0;$400.00;$130.00;0.0;4;85.0;9.0;7.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;15
372;f;2.0;-22.98156;-43.20012;Apartment;Entire home/apt;6;2.5;3.0;8.0;Real Bed;358.0;$500.00;$280.00;50.0;4;85.0;8.0;8.0;9.0;10.0;9.0;7.0;f;f;strict_14_with_grace_period;2020;4;24
375;t;1.0;-22.97644;-43.18954;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;248.0;$1,000.00;$100.00;0.0;3;96.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;26
377;f;1.0;-22.98583;-43.19577;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;553.0;$1,317.00;$211.00;211.0;2;93.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;41
392;f;2.0;-23.00968;-43.34204;House;Private room;2;2.5;1.0;1.0;Real Bed;149.0;$500.00;$150.00;50.0;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;30
393;t;3.0;-22.9492;-43.18457;Apartment;Entire home/apt;5;2.0;2.0;2.0;Real Bed;200.0;$0.00;$150.00;40.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;28
394;f;4.0;-22.97863;-43.19001;Apartment;Entire home/apt;8;3.0;3.0;5.0;Real Bed;516.0;$750.00;$344.00;115.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;19
398;f;0.0;-22.97078;-43.18482;Apartment;Private room;3;1.5;1.0;2.0;Real Bed;269.0;$0.00;$50.00;60.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;27
402;t;2.0;-22.98253;-43.19428;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;221.0;$500.00;$150.00;99.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;40
412;f;2.0;-22.96229;-43.17556;Apartment;Entire home/apt;5;1.0;1.0;4.0;Real Bed;158.0;$0.00;$70.00;51.0;2;90.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;25
414;f;3.0;-22.9821;-43.19923;Apartment;Entire home/apt;8;2.5;3.0;8.0;Real Bed;348.0;$850.00;$180.00;35.0;4;95.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;28
419;t;7.0;-22.98772;-43.19411;Apartment;Entire home/apt;4;1.5;1.0;1.0;Real Bed;351.0;$800.00;$180.00;65.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;28
424;f;5.0;-22.93378;-43.19859;House;Private room;4;2.5;1.0;3.0;Real Bed;250.0;$0.00;$0.00;50.0;1;94.0;10.0;9.0;10.0;10.0;9.0;9.0;t;f;flexible;2020;4;27
433;t;4.0;-22.91178;-43.17856;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;112.0;$526.00;$26.00;0.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;35
436;t;5.0;-22.96662;-43.18885;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;342.0;$1,500.00;$200.00;100.0;3;98.0;10.0;10.0;10.0;10.0;9.0;10.0;t;f;strict_14_with_grace_period;2020;4;24
441;f;4.0;-23.0097;-43.34209;House;Private room;2;1.5;1.0;1.0;Real Bed;200.0;$0.00;$120.00;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;18
444;t;5.0;-22.96882;-43.18073;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;505.0;$1,592.00;$265.00;0.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;25
447;f;1.0;-22.98062;-43.19141;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;122.0;$400.00;$100.00;25.0;1;92.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;15
448;f;2.0;-22.9799;-43.2258;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;279.0;$0.00;$150.00;100.0;2;97.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;12
456;t;3.0;-22.94023;-43.17995;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;105.0;$600.00;$150.00;0.0;3;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;31
458;f;10.0;-22.98226;-43.19215;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;153.0;$950.00;$140.00;50.0;2;91.0;9.0;8.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;31
471;f;2.0;-22.98411;-43.19684;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;218.0;$700.00;$150.00;0.0;2;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;35
473;t;4.0;-22.98281;-43.24237;Apartment;Private room;2;1.5;1.0;2.0;Real Bed;149.0;$500.00;$150.00;0.0;1;95.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;37
478;f;2.0;-22.96429;-43.17585;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;448.0;$0.00;$150.00;30.0;3;90.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;25
487;f;5.0;-22.95594;-43.1835;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;111.0;$0.00;$123.00;47.0;4;97.0;9.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;22
491;f;5.0;-22.98532;-43.20421;House;Private room;2;1.5;1.0;1.0;Real Bed;63.0;$0.00;$120.00;150.0;4;87.0;8.0;9.0;9.0;9.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;28
494;f;5.0;-22.98532;-43.20421;House;Private room;2;1.0;1.0;1.0;Real Bed;90.0;$0.00;$120.00;150.0;3;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;31
495;t;2.0;-22.9651;-43.17945;Apartment;Entire home/apt;6;1.0;1.0;3.0;Real Bed;160.0;$400.00;$100.00;30.0;3;96.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;30
497;t;2.0;-22.9386;-43.20568;House;Private room;3;1.0;1.0;2.0;Real Bed;122.0;$0.00;$50.00;120.0;1;95.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;15
503;t;2.0;-22.97434;-43.1883;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;148.0;$1,500.00;$350.00;50.0;2;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;23
510;t;4.0;-22.98241;-43.23959;Apartment;Private room;3;1.5;1.0;2.0;Real Bed;207.0;$500.00;$120.00;0.0;1;88.0;9.0;9.0;10.0;9.0;9.0;8.0;f;f;strict_14_with_grace_period;2020;4;38
512;f;1.0;-22.98617;-43.22267;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;548.0;$900.00;$200.00;0.0;3;98.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;29
515;t;6.0;-22.9828;-43.20467;Loft;Entire home/apt;2;1.0;1.0;1.0;Outros;95.0;$697.00;$155.00;91.0;1;94.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;46
520;f;5.0;-22.93582;-43.19833;House;Private room;5;2.5;1.0;3.0;Real Bed;181.0;$0.00;$0.00;50.0;1;98.0;10.0;10.0;10.0;10.0;9.0;10.0;t;f;flexible;2020;4;30
521;t;1.0;-22.98261;-43.22565;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;190.0;$450.00;$150.00;100.0;1;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;27
524;t;4.0;-22.97495;-43.19083;Apartment;Entire home/apt;5;1.5;2.0;3.0;Real Bed;169.0;$500.00;$190.00;20.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;40
526;f;1.0;-22.98646;-43.19866;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;200.0;$0.00;$150.00;0.0;3;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;24
531;t;4.0;-22.94664;-43.20317;Outros;Entire home/apt;4;1.0;2.0;2.0;Real Bed;202.0;$0.00;$100.00;70.0;3;95.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;20
532;t;4.0;-22.94352;-43.20531;Outros;Entire home/apt;2;1.0;1.0;1.0;Real Bed;122.0;$0.00;$90.00;60.0;3;95.0;9.0;9.0;10.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;2020;4;19
533;t;2.0;-22.98501;-43.19061;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;100.0;$500.00;$100.00;50.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;12
534;f;2.0;-22.95193;-43.16765;House;Entire home/apt;6;1.0;2.0;5.0;Real Bed;269.0;$0.00;$110.00;80.0;3;90.0;9.0;9.0;10.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;34
535;f;9.0;-22.98226;-43.19391;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;100.0;$650.00;$200.00;0.0;3;88.0;9.0;9.0;9.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;16
542;t;5.0;-22.91043;-43.17339;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;279.0;$600.00;$120.00;140.0;3;97.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;moderate;2020;4;26
543;f;10.0;-22.96253;-43.17619;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;179.0;$0.00;$0.00;60.0;2;87.0;9.0;8.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;25
545;f;2.0;-22.97424;-43.22776;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;101.0;$0.00;$100.00;100.0;2;90.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;24
550;f;3.0;-22.96223;-43.17281;Apartment;Entire home/apt;5;1.5;2.0;3.0;Real Bed;364.0;$1,054.00;$158.00;132.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;14
552;t;4.0;-22.98168;-43.19363;Apartment;Private room;4;1.0;1.0;1.0;Real Bed;400.0;$0.00;$150.00;100.0;1;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;41
